clip,actor,sentence,intended,intensity,n_raters,v_A,v_D,v_F,v_H,v_N,v_S,p_A,p_D,p_F,p_H,p_N,p_S,tied,unambiguous,agreement,perceived,perceived_randtie,perceived_strict,entropy,p_intended
1022_ITS_HAP_XX,1022,ITS,H,XX,9,0,6,0,0,3,0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,False,True,0.6666666666666666,D,D,D,0.355245321275764,0.0
1022_ITS_NEU_XX,1022,ITS,N,XX,10,0,0,0,0,10,0,0.0,0.0,0.0,0.0,1.0,0.0,False,True,1.0,N,N,N,-0.0,1.0
1022_ITS_SAD_XX,1022,ITS,S,XX,11,0,0,3,0,7,1,0.0,0.0,0.2727272727272727,0.0,0.6363636363636364,0.09090909090909091,False,True,0.6363636363636364,N,N,N,0.4799568780322982,0.09090909090909091
1022_IWL_ANG_XX,1022,IWL,A,XX,8,8,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,False,True,1.0,A,A,A,-0.0,1.0
1022_IWL_DIS_XX,1022,IWL,D,XX,9,5,4,0,0,0,0,0.5555555555555556,0.4444444444444444,0.0,0.0,0.0,0.0,False,True,0.5555555555555556,A,A,A,0.3834005559313648,0.4444444444444444
1022_IWL_FEA_XX,1022,IWL,F,XX,11,0,1,1,0,9,0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.8181818181818182,0.0,False,True,0.8181818181818182,N,N,N,0.33495906312593154,0.09090909090909091
1022_IWL_HAP_XX,1022,IWL,H,XX,9,1,0,0,1,7,0,0.1111111111111111,0.0,0.0,0.1111111111111111,0.7777777777777778,0.0,False,True,0.7777777777777778,N,N,N,0.3816019491407121,0.1111111111111111
1022_IWL_NEU_XX,1022,IWL,N,XX,10,0,1,0,0,8,1,0.0,0.1,0.0,0.0,0.8,0.1,False,True,0.8,N,N,N,0.35665047157556895,0.8
1022_IWL_SAD_XX,1022,IWL,S,XX,9,0,0,0,0,3,6,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,False,True,0.6666666666666666,S,S,S,0.355245321275764,0.6666666666666666
1022_IWW_ANG_XX,1022,IWW,A,XX,9,4,4,1,0,0,0,0.4444444444444444,0.4444444444444444,0.1111111111111111,0.0,0.0,0.0,True,False,0.4444444444444444,A,A,TIE,0.5385560615583984,0.4444444444444444
1022_IWW_DIS_XX,1022,IWW,D,XX,8,3,2,1,0,0,2,0.375,0.25,0.125,0.0,0.0,0.25,False,True,0.375,A,A,A,0.7372018207993071,0.25
1022_IWW_FEA_XX,1022,IWW,F,XX,9,0,0,5,0,2,2,0.0,0.0,0.5555555555555556,0.0,0.2222222222222222,0.2222222222222222,False,True,0.5555555555555556,F,F,F,0.5553351369244943,0.5555555555555556
1022_IWW_HAP_XX,1022,IWW,H,XX,9,0,1,0,3,3,2,0.0,0.1111111111111111,0.0,0.3333333333333333,0.3333333333333333,0.2222222222222222,True,False,0.3333333333333333,N,H,TIE,0.7315622998573797,0.3333333333333333
1022_IWW_NEU_XX,1022,IWW,N,XX,8,1,0,2,0,5,0,0.125,0.0,0.25,0.0,0.625,0.0,False,True,0.625,N,N,N,0.502442468830035,0.625
1022_IWW_SAD_XX,1022,IWW,S,XX,10,0,0,6,1,2,1,0.0,0.0,0.6,0.1,0.2,0.1,False,True,0.6,F,F,F,0.6077266474915604,0.1
1022_MTI_ANG_XX,1022,MTI,A,XX,9,5,4,0,0,0,0,0.5555555555555556,0.4444444444444444,0.0,0.0,0.0,0.0,False,True,0.5555555555555556,A,A,A,0.3834005559313648,0.5555555555555556
1022_MTI_DIS_XX,1022,MTI,D,XX,10,0,3,1,0,4,2,0.0,0.3,0.1,0.0,0.4,0.2,False,True,0.4,N,N,N,0.7143002438742896,0.3
1022_MTI_FEA_XX,1022,MTI,F,XX,10,1,0,1,0,8,0,0.1,0.0,0.1,0.0,0.8,0.0,False,True,0.8,N,N,N,0.35665047157556895,0.1
1022_MTI_HAP_XX,1022,MTI,H,XX,10,0,0,0,1,8,1,0.0,0.0,0.0,0.1,0.8,0.1,False,True,0.8,N,N,N,0.35665047157556895,0.1
1022_MTI_NEU_XX,1022,MTI,N,XX,10,0,1,0,0,9,0,0.0,0.1,0.0,0.0,0.9,0.0,False,True,0.9,N,N,N,0.1814322619606436,0.9
1022_MTI_SAD_XX,1022,MTI,S,XX,11,0,2,2,1,3,3,0.0,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.2727272727272727,0.2727272727272727,True,False,0.2727272727272727,N,N,TIE,0.8631731616938711,0.2727272727272727
1022_TAI_ANG_XX,1022,TAI,A,XX,10,6,3,1,0,0,0,0.6,0.3,0.1,0.0,0.0,0.0,False,True,0.6,A,A,A,0.5011530511088312,0.6
1022_TAI_DIS_XX,1022,TAI,D,XX,10,0,8,0,0,2,0,0.0,0.8,0.0,0.0,0.2,0.0,False,True,0.8,D,D,D,0.27927991012866066,0.8
1022_TAI_FEA_XX,1022,TAI,F,XX,9,0,2,1,0,5,1,0.0,0.2222222222222222,0.1111111111111111,0.0,0.5555555555555556,0.1111111111111111,False,True,0.5555555555555556,N,N,N,0.6413024274210591,0.1111111111111111
1022_TAI_HAP_XX,1022,TAI,H,XX,10,1,0,0,9,0,0,0.1,0.0,0.0,0.9,0.0,0.0,False,True,0.9,H,H,H,0.1814322619606436,0.9
1022_TAI_NEU_XX,1022,TAI,N,XX,10,0,0,0,1,9,0,0.0,0.0,0.0,0.1,0.9,0.0,False,True,0.9,N,N,N,0.1814322619606436,0.9
1022_TAI_SAD_XX,1022,TAI,S,XX,10,1,4,1,0,3,1,0.1,0.4,0.1,0.0,0.3,0.1,False,True,0.4,D,D,D,0.7916708053211979,0.1
1022_TIE_ANG_XX,1022,TIE,A,XX,9,7,1,0,0,1,0,0.7777777777777778,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,False,True,0.7777777777777778,A,A,A,0.3816019491407121,0.7777777777777778
1022_TIE_DIS_XX,1022,TIE,D,XX,7,3,2,0,0,2,0,0.42857142857142855,0.2857142857142857,0.0,0.0,0.2857142857142857,0.0,False,True,0.42857142857142855,A,A,A,0.6021970171824717,0.2857142857142857
1022_TIE_FEA_XX,1022,TIE,F,XX,11,1,1,4,0,5,0,0.09090909090909091,0.09090909090909091,0.36363636363636365,0.0,0.45454545454545453,0.0,False,True,0.45454545454545453,N,N,N,0.6486504270697755,0.36363636363636365
1022_TIE_HAP_XX,1022,TIE,H,XX,8,1,2,0,2,3,0,0.125,0.25,0.0,0.25,0.375,0.0,False,True,0.375,N,N,N,0.737201820799307,0.25
1022_TIE_NEU_XX,1022,TIE,N,XX,10,0,0,0,0,10,0,0.0,0.0,0.0,0.0,1.0,0.0,False,True,1.0,N,N,N,-0.0,1.0
1022_TIE_SAD_XX,1022,TIE,S,XX,10,0,2,0,0,1,7,0.0,0.2,0.0,0.0,0.1,0.7,False,True,0.7,S,S,S,0.44750345474037617,0.7
1022_TSI_ANG_XX,1022,TSI,A,XX,10,7,0,2,0,1,0,0.7,0.0,0.2,0.0,0.1,0.0,False,True,0.7,A,A,A,0.4475034547403761,0.7
1022_TSI_DIS_XX,1022,TSI,D,XX,9,1,5,1,1,1,0,0.1111111111111111,0.5555555555555556,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,False,True,0.5555555555555556,D,D,D,0.7272697179176241,0.5555555555555556
1022_TSI_FEA_XX,1022,TSI,F,XX,9,0,0,4,0,5,0,0.0,0.0,0.4444444444444444,0.0,0.5555555555555556,0.0,False,True,0.5555555555555556,N,N,N,0.3834005559313648,0.4444444444444444
1022_TSI_HAP_XX,1022,TSI,H,XX,8,0,0,1,0,7,0,0.0,0.0,0.125,0.0,0.875,0.0,False,True,0.875,N,N,N,0.2102794307646444,0.0
1022_TSI_NEU_XX,1022,TSI,N,XX,10,0,3,1,0,5,1,0.0,0.3,0.1,0.0,0.5,0.1,False,True,0.5,N,N,N,0.6520308502568676,0.5
1022_TSI_SAD_XX,1022,TSI,S,XX,10,0,1,4,0,1,4,0.0,0.1,0.4,0.0,0.1,0.4,True,False,0.4,S,F,TIE,0.6661327173632022,0.4
1022_WSI_ANG_XX,1022,WSI,A,XX,10,8,2,0,0,0,0,0.8,0.2,0.0,0.0,0.0,0.0,False,True,0.8,A,A,A,0.27927991012866066,0.8
1022_WSI_DIS_XX,1022,WSI,D,XX,9,3,3,0,0,2,1,0.3333333333333333,0.3333333333333333,0.0,0.0,0.2222222222222222,0.1111111111111111,True,False,0.3333333333333333,A,D,TIE,0.7315622998573797,0.3333333333333333
1022_WSI_FEA_XX,1022,WSI,F,XX,9,2,0,1,0,5,1,0.2222222222222222,0.0,0.1111111111111111,0.0,0.5555555555555556,0.1111111111111111,False,True,0.5555555555555556,N,N,N,0.6413024274210591,0.1111111111111111
1022_WSI_HAP_XX,1022,WSI,H,XX,10,1,2,0,4,3,0,0.1,0.2,0.0,0.4,0.3,0.0,False,True,0.4,H,H,H,0.7143002438742897,0.4
1022_WSI_NEU_XX,1022,WSI,N,XX,9,1,2,0,0,6,0,0.1111111111111111,0.2222222222222222,0.0,0.0,0.6666666666666666,0.0,False,True,0.6666666666666666,N,N,N,0.4736604283676854,0.6666666666666666
1022_WSI_SAD_XX,1022,WSI,S,XX,8,1,1,1,1,0,4,0.125,0.125,0.125,0.125,0.0,0.5,False,True,0.5,S,S,S,0.7737056144690831,0.5
1023_DFA_ANG_XX,1023,DFA,A,XX,8,6,1,0,0,1,0,0.75,0.125,0.0,0.0,0.125,0.0,False,True,0.75,A,A,A,0.4105584217036248,0.75
1023_DFA_DIS_XX,1023,DFA,D,XX,10,0,0,0,0,9,1,0.0,0.0,0.0,0.0,0.9,0.1,False,True,0.9,N,N,N,0.1814322619606436,0.0
1023_DFA_FEA_XX,1023,DFA,F,XX,10,0,1,2,3,4,0,0.0,0.1,0.2,0.3,0.4,0.0,False,True,0.4,N,N,N,0.7143002438742897,0.2
1023_DFA_HAP_XX,1023,DFA,H,XX,9,0,0,0,6,3,0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,False,True,0.6666666666666666,H,H,H,0.355245321275764,0.6666666666666666
1023_DFA_NEU_XX,1023,DFA,N,XX,9,1,0,0,0,8,0,0.1111111111111111,0.0,0.0,0.0,0.8888888888888888,0.0,False,True,0.8888888888888888,N,N,N,0.19468689957213928,0.8888888888888888
1023_DFA_SAD_XX,1023,DFA,S,XX,10,1,1,1,0,4,3,0.1,0.1,0.1,0.0,0.4,0.3,False,True,0.4,N,N,N,0.7916708053211979,0.3
1023_IEO_ANG_HI,1023,IEO,A,HI,10,8,0,1,0,1,0,0.8,0.0,0.1,0.0,0.1,0.0,False,True,0.8,A,A,A,0.35665047157556895,0.8
1023_IEO_ANG_LO,1023,IEO,A,LO,10,1,1,1,0,7,0,0.1,0.1,0.1,0.0,0.7,0.0,False,True,0.7,N,N,N,0.5248740161872845,0.1
1023_IEO_ANG_MD,1023,IEO,A,MD,8,8,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,False,True,1.0,A,A,A,-0.0,1.0
1023_IEO_DIS_HI,1023,IEO,D,HI,8,0,0,4,0,3,1,0.0,0.0,0.5,0.0,0.375,0.125,False,True,0.5,F,F,F,0.5437754171820363,0.0
1023_IEO_DIS_LO,1023,IEO,D,LO,10,0,3,0,0,5,2,0.0,0.3,0.0,0.0,0.5,0.2,False,True,0.5,N,N,N,0.5746602888099595,0.3
1023_IEO_DIS_MD,1023,IEO,D,MD,7,1,0,2,1,2,1,0.14285714285714285,0.0,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.14285714285714285,True,False,0.2857142857142857,N,F,TIE,0.8649743855105252,0.0
1023_IEO_FEA_HI,1023,IEO,F,HI,10,0,1,9,0,0,0,0.0,0.1,0.9,0.0,0.0,0.0,False,True,0.9,F,F,F,0.1814322619606436,0.9
1023_IEO_FEA_LO,1023,IEO,F,LO,10,0,1,1,0,8,0,0.0,0.1,0.1,0.0,0.8,0.0,False,True,0.8,N,N,N,0.35665047157556895,0.1
1023_IEO_FEA_MD,1023,IEO,F,MD,8,0,0,1,0,6,1,0.0,0.0,0.125,0.0,0.75,0.125,False,True,0.75,N,N,N,0.4105584217036248,0.125
1023_IEO_HAP_HI,1023,IEO,H,HI,10,0,0,0,10,0,0,0.0,0.0,0.0,1.0,0.0,0.0,False,True,1.0,H,H,H,-0.0,1.0
1023_IEO_HAP_LO,1023,IEO,H,LO,10,0,0,1,6,3,0,0.0,0.0,0.1,0.6,0.3,0.0,False,True,0.6,H,H,H,0.5011530511088312,0.6
1023_IEO_HAP_MD,1023,IEO,H,MD,10,0,2,0,0,8,0,0.0,0.2,0.0,0.0,0.8,0.0,False,True,0.8,N,N,N,0.27927991012866066,0.0
1023_IEO_NEU_XX,1023,IEO,N,XX,10,0,0,0,1,8,1,0.0,0.0,0.0,0.1,0.8,0.1,False,True,0.8,N,N,N,0.35665047157556895,0.8
1023_IEO_SAD_HI,1023,IEO,S,HI,10,0,0,0,0,6,4,0.0,0.0,0.0,0.0,0.6,0.4,False,True,0.6,N,N,N,0.37561496315083553,0.4
1023_IEO_SAD_LO,1023,IEO,S,LO,10,0,0,0,0,7,3,0.0,0.0,0.0,0.0,0.7,0.3,False,True,0.7,N,N,N,0.340929858357647,0.3
1023_IEO_SAD_MD,1023,IEO,S,MD,8,0,0,0,0,6,2,0.0,0.0,0.0,0.0,0.75,0.25,False,True,0.75,N,N,N,0.3138452198949893,0.25
1023_IOM_ANG_XX,1023,IOM,A,XX,9,8,1,0,0,0,0,0.8888888888888888,0.1111111111111111,0.0,0.0,0.0,0.0,False,True,0.8888888888888888,A,A,A,0.19468689957213928,0.8888888888888888
1023_IOM_DIS_XX,1023,IOM,D,XX,8,0,0,5,0,3,0,0.0,0.0,0.625,0.0,0.375,0.0,False,True,0.625,F,F,F,0.3692254733516234,0.0
1023_IOM_FEA_XX,1023,IOM,F,XX,10,0,0,0,0,7,3,0.0,0.0,0.0,0.0,0.7,0.3,False,True,0.7,N,N,N,0.340929858357647,0.0
1023_IOM_HAP_XX,1023,IOM,H,XX,9,0,1,0,7,1,0,0.0,0.1111111111111111,0.0,0.7777777777777778,0.1111111111111111,0.0,False,True,0.7777777777777778,H,H,H,0.3816019491407121,0.7777777777777778
1023_IOM_NEU_XX,1023,IOM,N,XX,10,0,0,1,1,8,0,0.0,0.0,0.1,0.1,0.8,0.0,False,True,0.8,N,N,N,0.35665047157556895,0.8
1023_IOM_SAD_XX,1023,IOM,S,XX,10,0,0,1,0,9,0,0.0,0.0,0.1,0.0,0.9,0.0,False,True,0.9,N,N,N,0.1814322619606436,0.0
1023_ITH_ANG_XX,1023,ITH,A,XX,10,5,1,1,0,3,0,0.5,0.1,0.1,0.0,0.3,0.0,False,True,0.5,A,A,A,0.6520308502568676,0.5
1023_ITH_DIS_XX,1023,ITH,D,XX,9,0,0,4,1,4,0,0.0,0.0,0.4444444444444444,0.1111111111111111,0.4444444444444444,0.0,True,False,0.4444444444444444,F,N,TIE,0.5385560615583984,0.0
1023_ITH_FEA_XX,1023,ITH,F,XX,9,1,0,4,0,4,0,0.1111111111111111,0.0,0.4444444444444444,0.0,0.4444444444444444,0.0,True,False,0.4444444444444444,N,N,TIE,0.5385560615583984,0.4444444444444444
1023_ITH_HAP_XX,1023,ITH,H,XX,9,0,0,0,1,8,0,0.0,0.0,0.0,0.1111111111111111,0.8888888888888888,0.0,False,True,0.8888888888888888,N,N,N,0.19468689957213928,0.1111111111111111
1023_ITH_NEU_XX,1023,ITH,N,XX,10,0,0,2,0,7,1,0.0,0.0,0.2,0.0,0.7,0.1,False,True,0.7,N,N,N,0.4475034547403761,0.7
1023_ITH_SAD_XX,1023,ITH,S,XX,9,0,0,1,0,6,2,0.0,0.0,0.1111111111111111,0.0,0.6666666666666666,0.2222222222222222,False,True,0.6666666666666666,N,N,N,0.4736604283676854,0.2222222222222222
1023_ITS_ANG_XX,1023,ITS,A,XX,8,2,5,0,0,1,0,0.25,0.625,0.0,0.0,0.125,0.0,False,True,0.625,D,D,D,0.502442468830035,0.25
1023_ITS_DIS_XX,1023,ITS,D,XX,8,1,5,1,0,1,0,0.125,0.625,0.125,0.0,0.125,0.0,False,True,0.625,D,D,D,0.5991556706386704,0.625
1023_ITS_FEA_XX,1023,ITS,F,XX,9,0,1,6,0,0,2,0.0,0.1111111111111111,0.6666666666666666,0.0,0.0,0.2222222222222222,False,True,0.6666666666666666,F,F,F,0.4736604283676854,0.6666666666666666
1023_ITS_HAP_XX,1023,ITS,H,XX,8,0,1,0,6,1,0,0.0,0.125,0.0,0.75,0.125,0.0,False,True,0.75,H,H,H,0.4105584217036248,0.75
1023_ITS_NEU_XX,1023,ITS,N,XX,9,0,1,0,0,8,0,0.0,0.1111111111111111,0.0,0.0,0.8888888888888888,0.0,False,True,0.8888888888888888,N,N,N,0.19468689957213928,0.8888888888888888
1023_ITS_SAD_XX,1023,ITS,S,XX,9,0,1,1,0,5,2,0.0,0.1111111111111111,0.1111111111111111,0.0,0.5555555555555556,0.2222222222222222,False,True,0.5555555555555556,N,N,N,0.6413024274210591,0.2222222222222222
1023_IWL_ANG_XX,1023,IWL,A,XX,9,8,0,0,0,1,0,0.8888888888888888,0.0,0.0,0.0,0.1111111111111111,0.0,False,True,0.8888888888888888,A,A,A,0.19468689957213928,0.8888888888888888
1023_IWL_DIS_XX,1023,IWL,D,XX,9,0,1,1,1,6,0,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.6666666666666666,0.0,False,True,0.6666666666666666,N,N,N,0.5596277188642502,0.1111111111111111
1023_IWL_FEA_XX,1023,IWL,F,XX,9,1,2,1,1,4,0,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.4444444444444444,0.0,False,True,0.4444444444444444,N,N,N,0.7964579330480929,0.1111111111111111
1023_IWL_HAP_XX,1023,IWL,H,XX,9,0,1,0,4,4,0,0.0,0.1111111111111111,0.0,0.4444444444444444,0.4444444444444444,0.0,True,False,0.4444444444444444,N,N,TIE,0.5385560615583984,0.4444444444444444
1023_IWL_NEU_XX,1023,IWL,N,XX,10,0,0,1,0,9,0,0.0,0.0,0.1,0.0,0.9,0.0,False,True,0.9,N,N,N,0.1814322619606436,0.9
1023_IWL_SAD_XX,1023,IWL,S,XX,9,0,0,1,0,5,3,0.0,0.0,0.1111111111111111,0.0,0.5555555555555556,0.3333333333333333,False,True,0.5555555555555556,N,N,N,0.5228873203291378,0.3333333333333333
1023_IWW_ANG_XX,1023,IWW,A,XX,9,3,1,4,0,1,0,0.3333333333333333,0.1111111111111111,0.4444444444444444,0.0,0.1111111111111111,0.0,False,True,0.4444444444444444,F,F,F,0.6780428259561715,0.3333333333333333
1023_IWW_DIS_XX,1023,IWW,D,XX,10,0,0,6,0,4,0,0.0,0.0,0.6,0.0,0.4,0.0,False,True,0.6,F,F,F,0.37561496315083553,0.0
1023_IWW_FEA_XX,1023,IWW,F,XX,10,0,0,6,0,3,1,0.0,0.0,0.6,0.0,0.3,0.1,False,True,0.6,F,F,F,0.5011530511088312,0.6
1023_IWW_HAP_XX,1023,IWW,H,XX,8,0,0,2,3,3,0,0.0,0.0,0.25,0.375,0.375,0.0,True,False,0.375,N,N,TIE,0.6039848253208955,0.375
1023_IWW_NEU_XX,1023,IWW,N,XX,10,0,0,5,0,5,0,0.0,0.0,0.5,0.0,0.5,0.0,True,False,0.5,N,N,TIE,0.3868528072345416,0.5
1023_IWW_SAD_XX,1023,IWW,S,XX,8,0,1,0,1,6,0,0.0,0.125,0.0,0.125,0.75,0.0,False,True,0.75,N,N,N,0.4105584217036248,0.0
1023_MTI_ANG_XX,1023,MTI,A,XX,10,5,1,0,2,2,0,0.5,0.1,0.0,0.2,0.2,0.0,False,True,0.5,A,A,A,0.6812338851926886,0.5
1023_MTI_DIS_XX,1023,MTI,D,XX,9,0,2,5,1,1,0,0.0,0.2222222222222222,0.5555555555555556,0.1111111111111111,0.1111111111111111,0.0,False,True,0.5555555555555556,F,F,F,0.6413024274210593,0.2222222222222222
1023_MTI_FEA_XX,1023,MTI,F,XX,10,1,1,3,1,4,0,0.1,0.1,0.3,0.1,0.4,0.0,False,True,0.4,N,N,N,0.791670805321198,0.3
1023_MTI_HAP_XX,1023,MTI,H,XX,9,0,0,1,4,4,0,0.0,0.0,0.1111111111111111,0.4444444444444444,0.4444444444444444,0.0,True,False,0.4444444444444444,N,N,TIE,0.5385560615583984,0.4444444444444444
1023_MTI_NEU_XX,1023,MTI,N,XX,10,0,0,0,0,9,1,0.0,0.0,0.0,0.0,0.9,0.1,False,True,0.9,N,N,N,0.1814322619606436,0.9
1023_MTI_SAD_XX,1023,MTI,S,XX,10,0,0,0,1,9,0,0.0,0.0,0.0,0.1,0.9,0.0,False,True,0.9,N,N,N,0.1814322619606436,0.0
1023_TAI_ANG_XX,1023,TAI,A,XX,7,1,2,0,0,4,0,0.14285714285714285,0.2857142857142857,0.0,0.0,0.5714285714285714,0.0,False,True,0.5714285714285714,N,N,N,0.5333862650237753,0.14285714285714285
1023_TAI_DIS_XX,1023,TAI,D,XX,10,4,2,2,0,1,1,0.4,0.2,0.2,0.0,0.1,0.1,False,True,0.4,A,A,A,0.8208738402570188,0.2
1023_TAI_FEA_XX,1023,TAI,F,XX,8,2,0,4,0,2,0,0.25,0.0,0.5,0.0,0.25,0.0,False,True,0.5,F,F,F,0.5802792108518123,0.5
1023_TAI_HAP_XX,1023,TAI,H,XX,7,0,0,2,3,2,0,0.0,0.0,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.0,False,True,0.42857142857142855,H,H,H,0.6021970171824717,0.42857142857142855
1023_TAI_NEU_XX,1023,TAI,N,XX,7,0,0,0,0,7,0,0.0,0.0,0.0,0.0,1.0,0.0,False,True,1.0,N,N,N,-0.0,1.0
1023_TAI_SAD_XX,1023,TAI,S,XX,8,0,0,0,0,8,0,0.0,0.0,0.0,0.0,1.0,0.0,False,True,1.0,N,N,N,-0.0,0.0
1023_TIE_ANG_XX,1023,TIE,A,XX,9,8,0,1,0,0,0,0.8888888888888888,0.0,0.1111111111111111,0.0,0.0,0.0,False,True,0.8888888888888888,A,A,A,0.19468689957213928,0.8888888888888888
1023_TIE_DIS_XX,1023,TIE,D,XX,10,4,5,1,0,0,0,0.4,0.5,0.1,0.0,0.0,0.0,False,True,0.5,D,D,D,0.5264927622988719,0.5
1023_TIE_FEA_XX,1023,TIE,F,XX,10,0,0,8,0,1,1,0.0,0.0,0.8,0.0,0.1,0.1,False,True,0.8,F,F,F,0.35665047157556895,0.8
1023_TIE_HAP_XX,1023,TIE,H,XX,9,1,0,0,7,1,0,0.1111111111111111,0.0,0.0,0.7777777777777778,0.1111111111111111,0.0,False,True,0.7777777777777778,H,H,H,0.3816019491407121,0.7777777777777778
1023_TIE_NEU_XX,1023,TIE,N,XX,10,0,1,1,0,6,2,0.0,0.1,0.1,0.0,0.6,0.2,False,True,0.6,N,N,N,0.6077266474915606,0.6
1023_TIE_SAD_XX,1023,TIE,S,XX,9,2,2,1,0,3,1,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.0,0.3333333333333333,0.1111111111111111,False,True,0.3333333333333333,N,N,N,0.8499774069493012,0.1111111111111111
1023_TSI_ANG_XX,1023,TSI,A,XX,8,3,1,1,0,3,0,0.375,0.125,0.125,0.0,0.375,0.0,True,False,0.375,A,N,TIE,0.7006980271295309,0.375
1023_TSI_DIS_XX,1023,TSI,D,XX,9,2,0,1,1,5,0,0.2222222222222222,0.0,0.1111111111111111,0.1111111111111111,0.5555555555555556,0.0,False,True,0.5555555555555556,N,N,N,0.6413024274210591,0.0
1023_TSI_FEA_XX,1023,TSI,F,XX,10,0,1,9,0,0,0,0.0,0.1,0.9,0.0,0.0,0.0,False,True,0.9,F,F,F,0.1814322619606436,0.9
1023_TSI_HAP_XX,1023,TSI,H,XX,8,0,0,2,4,2,0,0.0,0.0,0.25,0.5,0.25,0.0,False,True,0.5,H,H,H,0.5802792108518123,0.5
1023_TSI_NEU_XX,1023,TSI,N,XX,10,0,0,0,0,10,0,0.0,0.0,0.0,0.0,1.0,0.0,False,True,1.0,N,N,N,-0.0,1.0
1023_TSI_SAD_XX,1023,TSI,S,XX,9,1,0,0,0,8,0,0.1111111111111111,0.0,0.0,0.0,0.8888888888888888,0.0,False,True,0.8888888888888888,N,N,N,0.19468689957213928,0.0
1023_WSI_ANG_XX,1023,WSI,A,XX,10,7,3,0,0,0,0,0.7,0.3,0.0,0.0,0.0,0.0,False,True,0.7,A,A,A,0.340929858357647,0.7
1023_WSI_DIS_XX,1023,WSI,D,XX,10,2,2,0,0,6,0,0.2,0.2,0.0,0.0,0.6,0.0,False,True,0.6,N,N,N,0.5303560860446522,0.2
1023_WSI_FEA_XX,1023,WSI,F,XX,7,4,0,2,0,1,0,0.5714285714285714,0.0,0.2857142857142857,0.0,0.14285714285714285,0.0,False,True,0.5714285714285714,A,A,A,0.5333862650237753,0.2857142857142857
1023_WSI_HAP_XX,1023,WSI,H,XX,10,3,1,0,1,5,0,0.3,0.1,0.0,0.1,0.5,0.0,False,True,0.5,N,N,N,0.6520308502568676,0.1
1023_WSI_NEU_XX,1023,WSI,N,XX,8,2,1,0,1,4,0,0.25,0.125,0.0,0.125,0.5,0.0,False,True,0.5,N,N,N,0.6769924126604477,0.5
1023_WSI_SAD_XX,1023,WSI,S,XX,10,0,1,1,0,8,0,0.0,0.1,0.1,0.0,0.8,0.0,False,True,0.8,N,N,N,0.35665047157556895,0.0
1024_DFA_ANG_XX,1024,DFA,A,XX,10,3,2,0,0,4,1,0.3,0.2,0.0,0.0,0.4,0.1,False,True,0.4,N,N,N,0.7143002438742897,0.3
1024_DFA_DIS_XX,1024,DFA,D,XX,9,3,3,1,0,2,0,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.0,0.2222222222222222,0.0,True,False,0.3333333333333333,D,D,TIE,0.7315622998573797,0.3333333333333333
1024_DFA_FEA_XX,1024,DFA,F,XX,10,0,0,1,0,7,2,0.0,0.0,0.1,0.0,0.7,0.2,False,True,0.7,N,N,N,0.44750345474037617,0.1
1024_DFA_HAP_XX,1024,DFA,H,XX,9,0,0,1,0,8,0,0.0,0.0,0.1111111111111111,0.0,0.8888888888888888,0.0,False,True,0.8888888888888888,N,N,N,0.19468689957213928,0.0
1024_DFA_NEU_XX,1024,DFA,N,XX,8,1,0,1,0,6,0,0.125,0.0,0.125,0.0,0.75,0.0,False,True,0.75,N,N,N,0.4105584217036248,0.75
1024_DFA_SAD_XX,1024,DFA,S,XX,9,0,2,0,0,5,2,0.0,0.2222222222222222,0.0,0.0,0.5555555555555556,0.2222222222222222,False,True,0.5555555555555556,N,N,N,0.5553351369244943,0.2222222222222222
1024_IEO_ANG_HI,1024,IEO,A,HI,9,8,1,0,0,0,0,0.8888888888888888,0.1111111111111111,0.0,0.0,0.0,0.0,False,True,0.8888888888888888,A,A,A,0.19468689957213928,0.8888888888888888
1024_IEO_ANG_LO,1024,IEO,A,LO,10,0,0,2,0,8,0,0.0,0.0,0.2,0.0,0.8,0.0,False,True,0.8,N,N,N,0.27927991012866066,0.0
1024_IEO_ANG_MD,1024,IEO,A,MD,8,1,2,0,0,5,0,0.125,0.25,0.0,0.0,0.625,0.0,False,True,0.625,N,N,N,0.502442468830035,0.125
1024_IEO_DIS_HI,1024,IEO,D,HI,10,4,2,0,0,2,2,0.4,0.2,0.0,0.0,0.2,0.2,False,True,0.4,A,A,A,0.7435032788101106,0.2
1024_IEO_DIS_LO,1024,IEO,D,LO,10,0,3,1,0,4,2,0.0,0.3,0.1,0.0,0.4,0.2,False,True,0.4,N,N,N,0.7143002438742896,0.3
